DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,LOCATION,Cross Street,LAT,LON
229254637,08/15/2021 12:00:00 AM,08/14/2021 12:00:00 AM,1776,4,Hollenbeck,1381,2,625,OTHER ASSAULT,7692 6254,36,M,B,235,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,625,121,5468 PICO ST,VERMONT AVE,34.072483,-117.824145
207610700,03/18/2023 12:00:00 AM,03/16/2023 12:00:00 AM,50,6,Hollywood,1627,2,900,SEX OFFENSES,5376 6990,2,M,A,653,"SCHOOL, PUBLIC",100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,900,,6955 FLORENCE ST,,34.487382,-118.100697
236756313,07/01/2021 12:00:00 AM,06/29/2021 12:00:00 AM,1233,1,Central,629,2,625,OTHER ASSAULT,6731 7249,81,M,W,686,SIDEWALK,105,SHOTGUN,JO,Juv Other,625,,4660 HOOPER ST,MAIN ST,34.205188,-118.335578
211476275,10/23/2024 12:00:00 AM,10/20/2024 12:00:00 AM,497,15,N Hollywood,507,2,900,SEX OFFENSES,6277 5368,40,M,K,439,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,900,,7718 PICO ST,,34.226645,-118.219494
227643448,11/19/2022 12:00:00 AM,11/18/2022 12:00:00 AM,1011,15,N Hollywood,659,2,930,CRIMINAL THREATS,1686 4284,18,F,A,695,MULTI-UNIT DWELLING,200,KNIFE OR CUTTING INSTRUMENT,JA,Juv Arrest,930,,9335 VERMONT ST,,34.432393,-118.593354
228518811,10/23/2023 12:00:00 AM,10/22/2023 12:00:00 AM,1043,16,Foothill,1097,2,740,VANDALISM,9754 2785,38,M,H,637,ALLEY,300,BLUNT INSTRUMENT,JA,Juv Arrest,740,110,8190 MAIN ST,MAIN ST,34.273281,-118.188537
223999754,07/27/2024 12:00:00 AM,07/27/2024 12:00:00 AM,2151,15,N Hollywood,1838,1,110,CRIMINAL HOMICIDE,7881 6959,17,M,A,291,"VEHICLE, PASSENGER/TRUCK",0,UNKNOWN,AA,Adult Arrest,110,,3401 BROADWAY ST,,33.791944,-118.123408
227493962,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,707,20,Olympic,820,2,420,THEFT FROM MOTOR VEHICLE - GRAND,4186 1168,54,F,O,551,SIDEWALK,201,OTHER CUTTING INSTRUMENT,IC,Invest Cont,420,,902 FIGUEROA ST,,34.177914,-118.021791
236840146,10/04/2020 12:00:00 AM,10/04/2020 12:00:00 AM,200,10,West Valley,2108,1,510,VEHICLE - STOLEN,1618 4871,77,M,X,661,ALLEY,101,HAND GUN,JO,Juv Other,510,,3351 WESTERN ST,BROADWAY,34.126115,-118.301618
202626524,03/16/2024 12:00:00 AM,03/16/2024 12:00:00 AM,2143,11,Northeast,1631,1,510,VEHICLE - STOLEN,4894 6394,79,F,X,815,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,510,350,9364 FLORENCE ST,,33.88588,-118.401863
230318836,05/28/2024 12:00:00 AM,05/25/2024 12:00:00 AM,1030,1,Central,1738,2,740,VANDALISM,3067 7364,52,M,A,119,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740,350,6360 MANCHESTER ST,,33.890031,-118.362684
224698810,04/22/2022 12:00:00 AM,04/19/2022 12:00:00 AM,1011,20,Olympic,670,1,230,ASSAULT WITH DEADLY WEAPON,6787 5200,84,F,F,676,OTHER BUSINESS,105,SHOTGUN,AO,Adult Other,230,,7968 PICO ST,,33.835611,-118.105453
207164554,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,391,14,Pacific,1905,2,740,VANDALISM,4056 1837,74,F,A,838,DRIVEWAY,300,BLUNT INSTRUMENT,JA,Juv Arrest,740,,6075 MAIN ST,,33.737535,-118.217331
203841558,07/21/2021 12:00:00 AM,07/20/2021 12:00:00 AM,1340,19,Mission,1073,2,350,"THEFT, PERSON",5466 7700,55,M,B,733,GAS STATION,300,BLUNT INSTRUMENT,JA,Juv Arrest,350,121,6436 FLORENCE ST,,33.90128,-118.647156
228942143,11/10/2024 12:00:00 AM,11/08/2024 12:00:00 AM,819,12,77th Street,1210,1,310,BURGLARY,4917 2780,72,F,X,480,"VEHICLE, PASSENGER/TRUCK",100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,624,6741 BROADWAY ST,,34.220542,-118.341152
211516017,09/05/2023 12:00:00 AM,09/03/2023 12:00:00 AM,2162,14,Pacific,1619,2,624,BATTERY - SIMPLE ASSAULT,3487 4287,57,F,W,429,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,624,,5067 BROADWAY ST,,34.361647,-117.884291
234691357,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,776,11,Northeast,1718,2,341,THEFT-GRAND,8576 5934,52,F,C,671,PARKING LOT,104,RIFLE,JA,Juv Arrest,341,,6878 HOOPER ST,,33.591914,-117.976795
222319456,12/07/2023 12:00:00 AM,12/06/2023 12:00:00 AM,346,20,Olympic,686,2,220,ATTEMPTED ROBBERY,6547 3367,66,F,H,619,RESTAURANT/FAST FOOD,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,220,220,3843 FIGUEROA ST,,34.15298,-118.742697
230909743,11/08/2024 12:00:00 AM,11/07/2024 12:00:00 AM,633,21,Topanga,2149,2,625,OTHER ASSAULT,8345 2285,54,X,A,498,PARKING LOT,300,BLUNT INSTRUMENT,AO,Adult Other,625,745,1685 MANCHESTER ST,VERMONT AVE,34.496483,-118.197351
219289611,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,516,2,Rampart,1575,1,410,THEFT FROM MOTOR VEHICLE,9096 2521,78,F,H,207,PARK/PLAYGROUND,101,HAND GUN,JO,Juv Other,410,,245 WESTERN ST,,33.927026,-118.427575
230587520,05/26/2021 12:00:00 AM,05/24/2021 12:00:00 AM,1648,12,77th Street,1014,1,310,BURGLARY,3384 2431,73,X,W,371,"SCHOOL, PUBLIC",101,HAND GUN,IC,Invest Cont,310,,8314 HOOPER ST,FIGUEROA ST,33.939169,-118.535899
224573572,10/26/2020 12:00:00 AM,10/26/2020 12:00:00 AM,40,5,Harbor,599,2,740,VANDALISM,9605 6098,1,X,B,406,SIDEWALK,400,VEHICLE,AO,Adult Other,740,230,9690 FLORENCE ST,,33.801105,-117.760999
241279682,12/27/2023 12:00:00 AM,12/24/2023 12:00:00 AM,120,7,Wilshire,412,2,220,ATTEMPTED ROBBERY,6483 1303,6,M,K,709,"VEHICLE, PASSENGER/TRUCK",0,UNKNOWN,JO,Juv Other,220,121,644 WESTERN ST,,34.251424,-118.078851
221557795,10/21/2021 12:00:00 AM,10/18/2021 12:00:00 AM,18,21,Topanga,358,2,745,VANDALISM - FELONY,4710 7491,59,M,O,241,DRIVEWAY,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,745,420,8807 MANCHESTER ST,,34.246435,-117.918057
203379520,08/23/2024 12:00:00 AM,08/22/2024 12:00:00 AM,272,10,West Valley,166,1,110,CRIMINAL HOMICIDE,2816 1534,71,F,B,721,"SCHOOL, PUBLIC",103,REVOLVER,IC,Invest Cont,110,230,7137 BROADWAY ST,MAIN ST,33.964486,-118.654161
218406096,05/21/2021 12:00:00 AM,05/19/2021 12:00:00 AM,1186,3,Southwest,462,1,510,VEHICLE - STOLEN,3783 4991,22,F,K,890,SINGLE FAMILY DWELLING,103,REVOLVER,JO,Juv Other,510,740,8941 FLORENCE ST,,34.160902,-118.041859
214078849,04/08/2024 12:00:00 AM,04/08/2024 12:00:00 AM,1218,16,Foothill,2138,1,410,THEFT FROM MOTOR VEHICLE,5822 1771,64,F,H,493,SIDEWALK,400,VEHICLE,JO,Juv Other,410,,2753 FIGUEROA ST,,33.879056,-118.036544
210368926,09/23/2024 12:00:00 AM,09/23/2024 12:00:00 AM,203,17,Devonshire,1990,1,110,CRIMINAL HOMICIDE,5620 1336,15,M,X,458,PARKING LOT,400,VEHICLE,AO,Adult Other,110,341,4069 PICO ST,,34.328991,-118.224901
223320468,10/16/2023 12:00:00 AM,10/16/2023 12:00:00 AM,1910,10,West Valley,2178,2,350,"THEFT, PERSON",4724 4819,51,F,X,235,DRIVEWAY,0,UNKNOWN,JO,Juv Other,350,350,9951 BROADWAY ST,FIGUEROA ST,33.8648,-118.147468
208629597,03/15/2022 12:00:00 AM,03/12/2022 12:00:00 AM,1633,6,Hollywood,1402,1,110,CRIMINAL HOMICIDE,9294 7864,1,M,K,196,STREET,201,OTHER CUTTING INSTRUMENT,JO,Juv Other,110,,9884 MANCHESTER ST,,34.219339,-118.005896
228623452,09/29/2022 12:00:00 AM,09/29/2022 12:00:00 AM,601,19,Mission,1344,1,110,CRIMINAL HOMICIDE,2790 4884,33,F,C,840,"SCHOOL, PUBLIC",102,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,1061 VERMONT ST,,34.382602,-117.905644
204001897,10/18/2020 12:00:00 AM,10/18/2020 12:00:00 AM,275,19,Mission,541,1,330,BURGLARY,7512 8966,14,F,X,455,"VEHICLE, PASSENGER/TRUCK",100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,330,,3133 MAIN ST,,33.678174,-118.619256
208554694,03/28/2023 12:00:00 AM,03/27/2023 12:00:00 AM,1249,17,Devonshire,122,2,625,OTHER ASSAULT,6330 8503,31,M,H,455,SIDEWALK,200,KNIFE OR CUTTING INSTRUMENT,AA,Adult Arrest,625,,8263 VENICE ST,,33.917154,-118.434553
213039434,07/19/2023 12:00:00 AM,07/19/2023 12:00:00 AM,929,16,Foothill,1624,2,320,BURGLARY FROM VEHICLE,9615 7393,63,F,A,359,MULTI-UNIT DWELLING,200,KNIFE OR CUTTING INSTRUMENT,IC,Invest Cont,320,,3601 FIGUEROA ST,VERMONT AVE,34.1774,-118.590515
213184395,07/04/2021 12:00:00 AM,07/01/2021 12:00:00 AM,138,12,77th Street,1241,1,310,BURGLARY,8552 5019,75,M,A,765,SIDEWALK,103,REVOLVER,IC,Invest Cont,310,,4047 PICO ST,,33.776389,-118.102697
221170592,07/09/2023 12:00:00 AM,07/08/2023 12:00:00 AM,1164,7,Wilshire,1483,2,320,BURGLARY FROM VEHICLE,7940 7124,82,F,A,510,RESTAURANT/FAST FOOD,400,VEHICLE,AO,Adult Other,320,,2333 MANCHESTER ST,,34.378665,-118.47696
209429419,04/28/2022 12:00:00 AM,04/26/2022 12:00:00 AM,2310,15,N Hollywood,414,2,740,VANDALISM,5377 8139,54,F,X,184,SIDEWALK,105,SHOTGUN,AO,Adult Other,740,,7071 VERMONT ST,,33.613043,-117.764542
214873141,02/07/2022 12:00:00 AM,02/05/2022 12:00:00 AM,289,4,Hollenbeck,1745,2,625,OTHER ASSAULT,8902 2320,34,M,A,766,RESTAURANT/FAST FOOD,105,SHOTGUN,AO,Adult Other,625,,4063 VERMONT ST,VERMONT AVE,33.635105,-117.790333
228265771,07/14/2022 12:00:00 AM,07/11/2022 12:00:00 AM,891,4,Hollenbeck,513,2,341,THEFT-GRAND,4053 2209,85,F,W,715,SIDEWALK,102,SEMI-AUTOMATIC PISTOL,AO,Adult Other,341,,943 MAIN ST,,33.620431,-118.392411
211460239,06/03/2020 12:00:00 AM,06/03/2020 12:00:00 AM,1230,17,Devonshire,132,1,310,BURGLARY,4649 9261,5,F,B,340,RESTAURANT/FAST FOOD,104,RIFLE,JO,Juv Other,310,,4025 FIGUEROA ST,,34.351432,-118.473038
213249562,07/21/2023 12:00:00 AM,07/19/2023 12:00:00 AM,484,10,West Valley,334,2,624,BATTERY - SIMPLE ASSAULT,4255 1132,37,M,B,563,PARK/PLAYGROUND,300,BLUNT INSTRUMENT,AA,Adult Arrest,624,320,5438 WESTERN ST,BROADWAY,34.499588,-118.385777
203299396,06/15/2024 12:00:00 AM,06/13/2024 12:00:00 AM,68,11,Northeast,996,2,900,SEX OFFENSES,3710 5472,72,M,X,737,MULTI-UNIT DWELLING,200,KNIFE OR CUTTING INSTRUMENT,IC,Invest Cont,900,,627 VENICE ST,,33.67486,-118.653369
225539788,12/07/2024 12:00:00 AM,12/04/2024 12:00:00 AM,836,4,Hollenbeck,442,1,230,ASSAULT WITH DEADLY WEAPON,4389 4297,61,F,B,335,PARKING LOT,200,KNIFE OR CUTTING INSTRUMENT,AA,Adult Arrest,230,,4212 FLORENCE ST,MAIN ST,33.835412,-118.077754
232406743,04/23/2024 12:00:00 AM,04/22/2024 12:00:00 AM,2115,18,Southeast,2125,1,210,ROBBERY,4253 6188,5,X,A,223,SIDEWALK,0,UNKNOWN,AO,Adult Other,210,,2255 PICO ST,,34.150587,-118.164016
224929474,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,2354,7,Wilshire,2183,1,121,RAPE FORCIBLE,4875 9982,26,F,W,209,SINGLE FAMILY DWELLING,103,REVOLVER,AA,Adult Arrest,121,,3657 MANCHESTER ST,,33.984475,-118.349831
214850709,04/05/2022 12:00:00 AM,04/03/2022 12:00:00 AM,2030,18,Southeast,1471,2,350,"THEFT, PERSON",3755 8751,70,M,X,821,SINGLE FAMILY DWELLING,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,350,930,6602 MANCHESTER ST,,34.254864,-118.105363
224007335,11/21/2022 12:00:00 AM,11/18/2022 12:00:00 AM,1316,6,Hollywood,772,2,740,VANDALISM,8902 6927,30,X,O,112,OTHER BUSINESS,102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,740,,4158 VENICE ST,,34.114121,-117.854455
217122118,03/15/2024 12:00:00 AM,03/12/2024 12:00:00 AM,623,14,Pacific,1951,2,740,VANDALISM,1671 9566,39,F,W,517,PARKING LOT,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,740,,6474 FLORENCE ST,MAIN ST,33.775547,-118.330563
225218502,07/23/2021 12:00:00 AM,07/21/2021 12:00:00 AM,2226,5,Harbor,658,1,510,VEHICLE - STOLEN,4788 8989,12,F,K,152,PARKING LOT,105,SHOTGUN,AO,Adult Other,510,930,3484 HOOPER ST,,33.634187,-118.078033
211692082,11/23/2023 12:00:00 AM,11/20/2023 12:00:00 AM,1925,15,N Hollywood,251,1,121,RAPE FORCIBLE,9754 1896,0,M,C,132,ALLEY,104,RIFLE,AO,Adult Other,121,,5220 MAIN ST,,33.834081,-117.937573
200816674,12/01/2024 12:00:00 AM,12/01/2024 12:00:00 AM,542,4,Hollenbeck,1205,2,740,VANDALISM,8901 6071,30,M,B,685,ALLEY,105,SHOTGUN,JO,Juv Other,740,,5637 FLORENCE ST,BROADWAY,34.352173,-118.351217
213993472,01/25/2022 12:00:00 AM,01/24/2022 12:00:00 AM,135,11,Northeast,170,2,320,BURGLARY FROM VEHICLE,5879 6396,8,F,C,411,PARKING LOT,0,UNKNOWN,IC,Invest Cont,320,341,5786 HOOPER ST,,33.837848,-118.666624
215983422,07/20/2022 12:00:00 AM,07/17/2022 12:00:00 AM,2212,18,Southeast,1572,2,220,ATTEMPTED ROBBERY,9244 6506,12,M,X,857,OTHER BUSINESS,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,220,,1046 FIGUEROA ST,,34.226815,-118.178343
208337863,09/26/2022 12:00:00 AM,09/24/2022 12:00:00 AM,1780,9,Van Nuys,2055,2,350,"THEFT, PERSON",2024 8127,9,F,C,844,ALLEY,300,BLUNT INSTRUMENT,AO,Adult Other,350,210,1765 VENICE ST,BROADWAY,33.753272,-118.73937
239655382,11/01/2021 12:00:00 AM,10/29/2021 12:00:00 AM,1340,10,West Valley,1354,2,930,CRIMINAL THREATS,8006 2868,47,M,O,523,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,930,,7072 WESTERN ST,,34.491627,-118.048245
200680080,04/06/2023 12:00:00 AM,04/04/2023 12:00:00 AM,1571,17,Devonshire,1313,2,930,CRIMINAL THREATS,4972 6447,45,F,C,811,SIDEWALK,0,UNKNOWN,JA,Juv Arrest,930,,3292 PICO ST,,34.47043,-118.517055
206415773,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1217,7,Wilshire,1305,2,930,CRIMINAL THREATS,1868 7234,62,F,O,212,GAS STATION,105,SHOTGUN,AO,Adult Other,930,341,382 FIGUEROA ST,,33.828285,-117.93274
226159003,11/14/2024 12:00:00 AM,11/11/2024 12:00:00 AM,654,2,Rampart,219,2,520,VEHICLE - ATTEMPT STOLEN,3329 6659,81,M,K,373,PARKING LOT,105,SHOTGUN,AO,Adult Other,520,,6108 BROADWAY ST,,34.183382,-117.888724
226774637,05/04/2024 12:00:00 AM,05/04/2024 12:00:00 AM,554,15,N Hollywood,2199,2,745,VANDALISM - FELONY,9964 2745,61,M,K,400,DRIVEWAY,101,HAND GUN,AA,Adult Arrest,745,,4756 VERMONT ST,MAIN ST,34.120215,-117.951319
228894267,09/30/2024 12:00:00 AM,09/27/2024 12:00:00 AM,1215,10,West Valley,130,1,410,THEFT FROM MOTOR VEHICLE,9028 2902,6,M,O,248,GAS STATION,201,OTHER CUTTING INSTRUMENT,AO,Adult Other,410,,5724 BROADWAY ST,FIGUEROA ST,33.877484,-118.038171
239719484,02/09/2024 12:00:00 AM,02/06/2024 12:00:00 AM,46,18,Southeast,838,2,900,SEX OFFENSES,8808 3744,8,M,O,311,MULTI-UNIT DWELLING,300,BLUNT INSTRUMENT,AA,Adult Arrest,900,,6385 FIGUEROA ST,,34.289639,-117.873022
225175754,07/09/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1349,7,Wilshire,1104,2,625,OTHER ASSAULT,1957 8232,68,M,F,494,PARK/PLAYGROUND,105,SHOTGUN,AO,Adult Other,625,,9020 VENICE ST,,34.097616,-118.005744
238543614,02/05/2024 12:00:00 AM,02/05/2024 12:00:00 AM,619,13,Newton,857,2,624,BATTERY - SIMPLE ASSAULT,5906 3407,28,F,C,442,STREET,103,REVOLVER,JO,Juv Other,624,,245 FIGUEROA ST,,33.564441,-118.281945
224956287,07/27/2022 12:00:00 AM,07/24/2022 12:00:00 AM,227,4,Hollenbeck,168,1,310,BURGLARY,5690 5202,1,F,W,825,RESTAURANT/FAST FOOD,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,310,,7165 VENICE ST,VERMONT AVE,34.04754,-118.562276
229761344,07/24/2023 12:00:00 AM,07/23/2023 12:00:00 AM,2124,9,Van Nuys,1432,2,900,SEX OFFENSES,2460 1040,84,F,K,707,ALLEY,104,RIFLE,JO,Juv Other,900,624,8941 WESTERN ST,,33.538462,-118.645352
227378853,09/22/2023 12:00:00 AM,09/22/2023 12:00:00 AM,748,10,West Valley,418,2,740,VANDALISM,6755 6156,60,M,O,764,GAS STATION,103,REVOLVER,JO,Juv Other,740,,6935 FIGUEROA ST,VERMONT AVE,34.243922,-117.993657
217437347,11/29/2023 12:00:00 AM,11/26/2023 12:00:00 AM,956,2,Rampart,2102,1,510,VEHICLE - STOLEN,7586 1118,64,M,X,723,ALLEY,300,BLUNT INSTRUMENT,IC,Invest Cont,510,,4159 FIGUEROA ST,,33.638141,-118.204049
238551611,01/03/2022 12:00:00 AM,01/02/2022 12:00:00 AM,1379,20,Olympic,1820,1,510,VEHICLE - STOLEN,2497 3518,39,M,A,105,"VEHICLE, PASSENGER/TRUCK",104,RIFLE,AO,Adult Other,510,520,866 FIGUEROA ST,,34.2732,-117.967145
232981381,10/07/2024 12:00:00 AM,10/04/2024 12:00:00 AM,950,6,Hollywood,795,1,410,THEFT FROM MOTOR VEHICLE,1778 3696,78,F,K,632,"VEHICLE, PASSENGER/TRUCK",103,REVOLVER,AA,Adult Arrest,410,,7222 FLORENCE ST,,34.434897,-118.490348
238910971,05/09/2020 12:00:00 AM,05/07/2020 12:00:00 AM,126,18,Southeast,713,2,520,VEHICLE - ATTEMPT STOLEN,4730 4696,2,F,B,610,MULTI-UNIT DWELLING,300,BLUNT INSTRUMENT,AA,Adult Arrest,520,,9458 MANCHESTER ST,,34.409651,-118.711043
205963211,06/17/2024 12:00:00 AM,06/14/2024 12:00:00 AM,2335,5,Harbor,2135,2,624,BATTERY - SIMPLE ASSAULT,4183 2653,64,F,B,570,"SCHOOL, PUBLIC",102,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,624,350,3647 BROADWAY ST,VERMONT AVE,33.833655,-118.199028
201109283,12/30/2022 12:00:00 AM,12/30/2022 12:00:00 AM,1984,17,Devonshire,1102,2,745,VANDALISM - FELONY,1842 6508,23,F,O,562,OTHER BUSINESS,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,745,740,6191 MANCHESTER ST,,33.958809,-117.917057
210273400,03/25/2022 12:00:00 AM,03/23/2022 12:00:00 AM,1747,13,Newton,109,1,121,RAPE FORCIBLE,7655 3772,32,M,B,228,"SCHOOL, PUBLIC",0,UNKNOWN,IC,Invest Cont,121,,1443 FLORENCE ST,,34.310156,-117.992195
223660088,03/22/2021 12:00:00 AM,03/20/2021 12:00:00 AM,1753,8,West LA,1303,2,220,ATTEMPTED ROBBERY,6419 9886,44,F,H,818,MULTI-UNIT DWELLING,104,RIFLE,AA,Adult Arrest,220,,7600 MAIN ST,,33.98351,-118.176521
208302513,05/29/2022 12:00:00 AM,05/28/2022 12:00:00 AM,419,2,Rampart,1147,1,330,BURGLARY,2114 3700,48,F,O,392,DRIVEWAY,103,REVOLVER,IC,Invest Cont,330,320,9454 VENICE ST,,34.167752,-118.164708
200021570,08/16/2024 12:00:00 AM,08/16/2024 12:00:00 AM,1069,7,Wilshire,2148,1,110,CRIMINAL HOMICIDE,3832 6879,1,X,O,305,OTHER BUSINESS,201,OTHER CUTTING INSTRUMENT,IC,Invest Cont,110,,4498 MANCHESTER ST,,34.315666,-118.44894
224874456,03/09/2021 12:00:00 AM,03/09/2021 12:00:00 AM,2288,17,Devonshire,208,2,320,BURGLARY FROM VEHICLE,9789 9090,79,F,X,465,STREET,103,REVOLVER,JA,Juv Arrest,320,,8496 WESTERN ST,,33.500015,-118.381154
225361746,10/10/2022 12:00:00 AM,10/09/2022 12:00:00 AM,1641,9,Van Nuys,1111,2,745,VANDALISM - FELONY,9467 4848,37,M,B,511,MULTI-UNIT DWELLING,200,KNIFE OR CUTTING INSTRUMENT,JA,Juv Arrest,745,520,6443 MAIN ST,,33.824776,-118.077153
215526889,07/03/2021 12:00:00 AM,07/02/2021 12:00:00 AM,512,14,Pacific,1671,1,121,RAPE FORCIBLE,4864 4897,29,M,B,380,SINGLE FAMILY DWELLING,200,KNIFE OR CUTTING INSTRUMENT,JO,Juv Other,121,,5517 PICO ST,,33.81222,-117.759198
208915093,10/23/2021 12:00:00 AM,10/20/2021 12:00:00 AM,2328,5,Harbor,1567,2,930,CRIMINAL THREATS,3174 1307,19,M,C,272,MULTI-UNIT DWELLING,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,930,210,1195 FLORENCE ST,,33.899147,-117.837044
223765764,08/23/2024 12:00:00 AM,08/22/2024 12:00:00 AM,2233,6,Hollywood,1173,2,520,VEHICLE - ATTEMPT STOLEN,6725 2862,3,X,F,578,"SCHOOL, PUBLIC",201,OTHER CUTTING INSTRUMENT,IC,Invest Cont,520,,9801 FIGUEROA ST,,34.309731,-118.28277
219176257,08/03/2021 12:00:00 AM,08/03/2021 12:00:00 AM,139,20,Olympic,1380,2,625,OTHER ASSAULT,8890 1924,15,F,O,440,SINGLE FAMILY DWELLING,200,KNIFE OR CUTTING INSTRUMENT,JA,Juv Arrest,625,,2935 VENICE ST,,33.817363,-118.401123
210346561,11/22/2021 12:00:00 AM,11/21/2021 12:00:00 AM,1515,14,Pacific,2181,2,900,SEX OFFENSES,5375 8196,25,M,O,458,STREET,400,VEHICLE,AO,Adult Other,900,930,3379 PICO ST,FIGUEROA ST,34.082,-117.829647
239300155,01/25/2023 12:00:00 AM,01/22/2023 12:00:00 AM,1647,17,Devonshire,2161,1,210,ROBBERY,7324 5757,5,X,X,132,SINGLE FAMILY DWELLING,200,KNIFE OR CUTTING INSTRUMENT,AO,Adult Other,210,740,3654 VENICE ST,,34.00908,-118.504775
216469802,03/29/2023 12:00:00 AM,03/26/2023 12:00:00 AM,2187,13,Newton,286,1,121,RAPE FORCIBLE,8556 5563,19,F,X,608,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,,2912 MANCHESTER ST,,34.158879,-118.309028
212456658,09/24/2020 12:00:00 AM,09/23/2020 12:00:00 AM,539,1,Central,701,2,341,THEFT-GRAND,7736 3267,16,F,K,448,RESTAURANT/FAST FOOD,300,BLUNT INSTRUMENT,JA,Juv Arrest,341,,8196 MANCHESTER ST,,33.65695,-118.361399
222783457,03/05/2023 12:00:00 AM,03/05/2023 12:00:00 AM,17,12,77th Street,1113,2,624,BATTERY - SIMPLE ASSAULT,9389 7162,25,F,C,193,GAS STATION,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624,,8056 HOOPER ST,,34.401647,-118.740977
239181783,10/11/2024 12:00:00 AM,10/08/2024 12:00:00 AM,348,12,77th Street,1641,1,410,THEFT FROM MOTOR VEHICLE,9966 8515,72,M,W,779,"SCHOOL, PUBLIC",101,HAND GUN,AA,Adult Arrest,410,,6181 WESTERN ST,,33.533838,-117.854992
218576727,09/20/2022 12:00:00 AM,09/18/2022 12:00:00 AM,1940,8,West LA,134,1,110,CRIMINAL HOMICIDE,3789 9324,81,F,K,528,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,8815 FLORENCE ST,,34.33675,-118.107469
224566912,06/02/2024 12:00:00 AM,05/30/2024 12:00:00 AM,1492,17,Devonshire,1598,1,410,THEFT FROM MOTOR VEHICLE,1297 7172,31,X,O,648,RESTAURANT/FAST FOOD,102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,410,,2312 BROADWAY ST,,34.34144,-118.077258
223826468,12/04/2021 12:00:00 AM,12/02/2021 12:00:00 AM,1007,13,Newton,816,1,121,RAPE FORCIBLE,4066 5075,83,M,O,771,PARK/PLAYGROUND,104,RIFLE,IC,Invest Cont,121,,8508 MAIN ST,FIGUEROA ST,34.056702,-118.710552
205123563,10/29/2023 12:00:00 AM,10/27/2023 12:00:00 AM,11,9,Van Nuys,1380,2,930,CRIMINAL THREATS,9980 5330,44,F,O,444,SINGLE FAMILY DWELLING,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,930,,5377 VENICE ST,,33.987899,-118.107448
213018102,04/10/2024 12:00:00 AM,04/09/2024 12:00:00 AM,1837,15,N Hollywood,1947,2,520,VEHICLE - ATTEMPT STOLEN,3526 6824,34,F,K,304,STREET,201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,520,,7906 BROADWAY ST,,34.272921,-117.838178
205420912,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,1673,17,Devonshire,2186,2,350,"THEFT, PERSON",4254 7480,6,F,A,720,SINGLE FAMILY DWELLING,400,VEHICLE,IC,Invest Cont,350,,1416 WESTERN ST,,33.728901,-118.233805
